Aircraft: Basic Science (Aviation Technology Series),Engineering,Aeronautical / Aerospace Engineering
"Waves: Berkeley Physics Course, Vol. 3 Waves",Mathematics & Sciences,Physics
"Quantum Physics (Berkeley Physics Course, (Vol IV)",Mathematics & Sciences,Physics
"Mechanics: Berkeley Physics Course (Vol I), 2nd Ed",Mathematics & Sciences,Physics
"Elements of Statistics I: Descriptive Statistics and Probability, 1st Ed",Mathematics & Sciences,Mathematics & Statistics
Most Common Mistakes In English Usage,Arts & Humanities,Language and Literature
"Handbook of Tribology: Materials, Coatings, and Surface Treatmen",Engineering,Mechanical Engineering
"Fan Handbook: Selection, Application, and Design",Engineering,Automobile Engineering
Schaum's Outline of Abstract Algebra,Mathematics & Sciences,Mathematics & Statistics
Design for Manufacturability Handbook,Engineering,Other Engineering
Building Materials Technology: Structural Performance and Enviro,Engineering,Civil Engineering
Medical Laboratory Technology Procedure Manual Forroutine Diagnostic Tests Vol I,Engineering,Industrial / Production Engineering
Intellectual Property Rights Unleashing the Knowledge Economy,Law,Intellectual Property Rights
"Business Statistics, 2nd Ed",Mathematics & Sciences,Mathematics & Statistics
Digital Satellite Communications,Engineering,Electronics and Communication Engineering
"Satellite Communications, Fourth Edition, 4th Ed",Engineering,Electrical Engineering
"Corporate Accounting (Vol I), 1st Ed",Business & Management,Accounting
International Finance A Business Perspective,Business & Management,Finance
Robotics Technology & Flexible Automation,Engineering,Electrical Engineering
"Projects, 7th Ed",Engineering,Civil Engineering
Managerial Economics and Financial Analysis Books (JNTU),Business & Management,Economics
"Organizational Behavior, 4th Ed",Business & Management,Management
"Business Law, 2nd Ed",Business & Management,Management
Quality Management,Business & Management,Management
Employee Training and Development,Business & Management,Management
"Matrix Operations, 1st Ed",Mathematics & Sciences,Mathematics & Statistics
Schaum's Outline of Operations Research,Mathematics & Sciences,Mathematics & Statistics
"Advertising and Promotions: An Imc Perspective, 1st Ed",Arts & Humanities,Media & Journalism
Financial Institutions & Markets Structure Growth & Innovations,Business & Management,Finance
"Indian Financial System, 6th Ed",Business & Management,Finance
"Business Mathematics, 2nd Ed",Mathematics & Sciences,Mathematics & Statistics
Microeconomics,Business & Management,Economics
"Leadership, 6th Ed",Business & Management,Management
"Computer Applications In Business, 2nd Ed",Business & Management,Information Systems
"Banking Theory: Law and Practice, 2nd Ed",Business & Management,Finance
"Essentials of Financial Services, 2nd Ed",Business & Management,Finance
Business Statistics,Mathematics & Sciences,Mathematics & Statistics
"Business Environment, 2nd Ed",Business & Management,Management
"Business Marketing, 3rd Ed",Business & Management,Management
"Statistical Methods (Volume 1 and 2), 1st Ed",Mathematics & Sciences,Mathematics & Statistics
"Fundamentals of Ecology, 3rd Ed",Engineering,Civil Engineering
"Refrigeration and Air Conditioning, 3rd Ed",Engineering,Automobile Engineering
"Schaum's Outline of Theory and Problems of Physics for Engineering and Science (Series - Schaum's Outlines), 1st Ed",Mathematics & Sciences,Physics
3000 Solved Problems In Organic Chemistry,Mathematics & Sciences,Chemistry
"3000 Solved Problems In Chemistry, 1st Ed",Mathematics & Sciences,Chemistry
Complex Variables,Mathematics & Sciences,Mathematics & Statistics
Numerical Analysis Schaum's Outline Series,Mathematics & Sciences,Mathematics & Statistics
Physical Chemistry Schaum Outline Series,Mathematics & Sciences,Chemistry
"Principles of Management, 2nd Ed",Business & Management,Management
Management Accounting,Business & Management,Accounting
Digital Signal Processing,Engineering,Electronics and Communication Engineering
"8051 Microcontroller Hardware, Software and Applications, 1st Ed",Engineering,Computer Science Engineering
Flow In Open Channels,Engineering,Civil Engineering
Computer System Organisation,Engineering,Computer Science Engineering
"Finite Element Analysis, 1st Ed",Engineering,Civil Engineering
"Control Systems, 1st Ed",Engineering,Electrical Engineering
"Artificial Intelligence - Sie, 3rd Ed",Engineering,Computer Science Engineering
"Manufacturing Technology: Foundry, Forming and Welding",Engineering,Mechanical Engineering
Accounting for Management,Business & Management,Accounting
"Cases In Corporate Finance, 1st Ed",Business & Management,Finance
"Management Science, 4th Ed",Business & Management,Management
Mergers & Acquisitions Text & Cases,Law,Corporate
Corporate Finance,Business & Management,Finance
Fundamentals of Retailing,Business & Management,Management
"Production & Operation Management, 4th Ed",Engineering,Industrial / Production Engineering
Introduction to Dynamic Systems Analysis (Mcgraw Hill Series In Mechanical Engineering),Engineering,Electronics and Communication Engineering
Schaum's Outline of Theory and Problems Technical Math (Schaum's Outline Series),Engineering,Civil Engineering
Introduction to Urban Planning,Engineering,Architecture
Finite Element Analysis In Manufacturing Engineering,Engineering,Mechanical Engineering
Competitive Advantage Through Information Technology,Engineering,Computer Science Engineering
Bioremediation Engineering: Design and Applications,Engineering,Biochemical / Biomedical Engineering
Handbook of Reliability Engineering and Management,Engineering,Electronics and Communication Engineering
Electronic Measurements & Instrumentation,Engineering,Electronics and Communication Engineering
"Program Management Professional Aio Exam, 1st Ed",Competitive Exams,Competitive Exams
Ajax A Beginners Guide,Engineering,Computer Science Engineering
How to Do Everything Ubuntu,Engineering,Computer Science Engineering
Advanced Mechanics of Solids,Engineering,Mechanical Engineering
Software Testing Principles Techniques & Tools,Engineering,Computer Science Engineering
Metrology & Measurement,Engineering,Mechanical Engineering
Advanced Microprocessors and Peripherals,Engineering,Electronics and Communication Engineering
When Markets Collide - Investment Strategies for the Age of Global Economic Change,Business & Management,Investment
Oracle Database 11G the Complete Reference,Engineering,Computer Science Engineering
Analysis & Design of Information Systems,Engineering,Computer Science Engineering
Signals & Systems,Engineering,Electronics and Communication Engineering
Reinforced Concrete Design,Engineering,Civil Engineering
Fundamentals of Computers,Engineering,Computer Science Engineering
Programming with Java: A Primer,Engineering,Computer Science Engineering
Digital Principles & Applications: Vtu,Engineering,Computer Science Engineering
"Computer Architecture & Organization (Sie) (Schaum's Outline Series), 2nd Ed",Engineering,Computer Science Engineering
Mcgraw-Hill'S I.V.Drug Handbook,Medical,Medical Dictionaries
(Old)Lange Katzung & Trevor'S Pharmacology Examination And Board Review,Medical,Pharmacology
Non Conventional Energy Resources,Engineering,Mechanical Engineering
Developing Web Applications In Php & Ajax,Engineering,Information Technology
Electric Power Distribution,Engineering,Electrical Engineering
Mobile Computing Technology Applications & Servicecreation,Engineering,Computer Science Engineering
Principles of Compiler Design,Engineering,Computer Science Engineering
"Theory of Machines, 3rd Ed",Engineering,Automobile Engineering
Digital Image Processing (With CD),Engineering,Electronics and Communication Engineering
Engineering Management and Administration,Engineering,Mechanical Engineering
Programming with C++ Schaum Outline Series,Engineering,Computer Science Engineering
Marketing Management,Business & Management,Management
Modern Cost & Management Accounting,Business & Management,Accounting
"Mgmt Info Sys, 9th Ed (Sie)",Business & Management,Business
Advertising and Promotion,Arts & Humanities,Media & Journalism
"Retail Merchandising, 1st Ed",Business & Management,Management
"Retail Franchising, 1st Ed",Business & Management,Management
"Supply Chain Management for Retailing, 1st Ed",Business & Management,Management
Introduction to Chemical Engineering Thermodynamic,Mathematics & Sciences,Physics
"Introduction to Embedded Systems, 1st Ed",Engineering,Industrial / Production Engineering
Programming with C,Engineering,Computer Science Engineering
Data Structures and Algorithms In C,Engineering,Computer Science Engineering
"Data Structures with Java, 2nd Ed",Engineering,Computer Science Engineering
Engineering Chemistry,Engineering,Chemical Engineering
Basic Electrical Engineering,Engineering,Electrical Engineering
Basic Electrical Electronics Engineering,Engineering,Electrical Engineering
Basic Electrical & Electronics Engineering,Engineering,Electrical Engineering
Engineering Mechanics Statics & Dynamics,Engineering,Civil Engineering
Engineering Mathematics A Tutorial Approach,Mathematics & Sciences,Mathematics & Statistics
Textbook of Quantum Mechanics,Mathematics & Sciences,Physics
Nutrition & Dietetics with Indian Case Studies,Medical,Nutrition
Probability - Schaums Outlines,Engineering,Mechanical Engineering
Bio Informatics with Fundamentals of Genomics & Proteomics,Engineering,Computer Science Engineering
Business Communication,Business & Management,Communication
Management Information Systems: Text & Cases,Business & Management,Management
Automotive Brakes Transparencies,Engineering,Computer Science Engineering
Product Design & Development,Engineering,Mechanical Engineering
Engines Fuel Systems - A - Transp - Ser,Engineering,Computer Science Engineering
"Communication for Retail Professionals, 1st Ed",Business & Management,Communication
"Business Law, 1st Ed",Law,Other Law
Cost of Capitalism,Business & Management,Investment
(Old)Smith'S General Urology,Medical,Urology
Virtualization A Beginner's Guide,Engineering,Electrical Engineering
Instrumentation Measurement & Analysis,Engineering,Mechanical Engineering
Principles of Foundry Technology,Engineering,Mechanical Engineering
"Basic and Applied Thermodynamics, 2nd Ed",Mathematics & Sciences,Physics
"Cad/Cam Theory and Practice, 2nd Ed",Engineering,Electrical Engineering
Surveying,Engineering,Civil Engineering
Concrete Technology,Engineering,Civil Engineering
Surveying,Engineering,Civil Engineering
"Signals and Systems, 1st Ed",Engineering,Electrical Engineering
Electrical Power Distribution Systems,Engineering,Electrical Engineering
Integrated Electronics Analog & Digital Circuits & Systems,Engineering,Automobile Engineering
Electric Circuits Schaums Outlines,Engineering,Electrical Engineering
Theory & Problems of Electronic Communication Schaum Outline Series,Engineering,Electronics and Communication Engineering
Microbiology - An Application Based Approach,Mathematics & Sciences,Microbiology
"Biostatistics: Principles and Practice, 1st Ed",Mathematics & Sciences,Mathematics & Statistics
Analog & Digital Communications - Schaums Outlinesseries,Engineering,Electronics and Communication Engineering
Statistics Schaum Outline,Mathematics & Sciences,Mathematics & Statistics
Probability & Statistics,Mathematics & Sciences,Mathematics & Statistics
Concepts of Modern Physics,Mathematics & Sciences,Physics
Marketing (With CD),Business & Management,Management
"Investments, 8E (Sie), 8th Ed",Business & Management,Investment
"Cases In Oragnisational Behaviour and Human Resource Management, 1st Ed",Business & Management,Management
"Business Ethics: An Indian Perspective, 1st Ed",Business & Management,Management
Computer Architecture & Organization Design Principles & Applications,Engineering,Computer Science Engineering
"Organisational Behaviour, 1st Ed",Business & Management,Management
"Visual Merchandising, 1st Ed",Business & Management,Management
"Product Management, 2nd Ed",Business & Management,Management
"Principles of Management and Organizational Behaviour, 2nd Ed",Business & Management,Management
"Financial Management, 2nd Ed",Business & Management,Finance
"Marketing Management, 2nd Ed",Business & Management,Management
"Production and Operation Management, 2nd Ed",Business & Management,Management
"Capital Markets, 2nd Ed",Business & Management,Finance
"Financial Markets and Institutions, 3rd Ed",Business & Management,Finance
Financial Services,Business & Management,Finance
"Financial Services and Systems, 2nd Ed",Business & Management,Finance
"Indian Financial Systems, 2nd Ed",Business & Management,Finance
"Communication In Mgmt, 2nd Ed",Business & Management,Communication
"Total Quality Management, 2nd Ed",Business & Management,Management
"Statistics for Management, 2nd Ed",Mathematics & Sciences,Mathematics & Statistics
Molecular & Cell Biology,Mathematics & Sciences,Microbiology
Digital Electronics Principles & Applications,Engineering,Electronics and Communication Engineering
Engineering Circuit Analysis,Engineering,Electrical Engineering
Digital Signal Processing Schaums Outlines,Engineering,Electronics and Communication Engineering
"Mechanics of Materials In Si Units, 5th Ed",Engineering,Metallurgical Engineering & Material Sciences
Tool Design,Engineering,Industrial / Production Engineering
Troubleshooting & Repairing Consumer Ele.W. A Sch.,Engineering,Electronics and Communication Engineering
"Business Research Methodology (With CD), 1st Ed",Business & Management,Other Business and Management
"Information Technology for Retailing, 1st Ed",Business & Management,Management
"Commodity Markets: Operations, Instruments and Applications, 1st Ed",Business & Management,Finance
"Business Organisation and Management, 1st Ed",Business & Management,Management
"How to Get A Job In 90 Days Or Less: A Realistic Action Plan for Finding the Right Job Fast, 1st Ed",Business & Management,Management
Operating Systems: A Spiral Approach,Engineering,Instrumentation Engineering
Offsite Construction,Engineering,Civil Engineering
Schaum*S Outline of Mathematical Methods for Business and Econom,Mathematics & Sciences,Mathematics & Statistics
Schaum's Outline of Theory and Problems of Partial Differential Equations (Series - Schaum's Outlines),Mathematics & Sciences,Mathematics & Statistics
"Introduction to Managerial Accounting, 5th Rev Ed",Business & Management,Accounting
Crafting and Executing Strategy: Text and Readings,Business & Management,Business
Effective Business Communications,Business & Management,Communication
Standard Handbook of Powerplant Engineering,Engineering,Mechanical Engineering
Architectural Lighting,Engineering,Civil Engineering
"Intuitive CMOS Electronics: the Revolution In VLSI, Processing, Packaging and Design",Engineering,Electronics and Communication Engineering
"Winning the Loser's Game: Timeless Strategies for Successful Investing, 3rd Ed",Business & Management,Investment
"Thermodynamics of Hydrocarbon Reservoirs, 1st Ed",Mathematics & Sciences,Physics
Marketing Research Text & Cases,Business & Management,Management
Principles of Management,Business & Management,Management
Cost Accounting & Financial Management Ca Pcc/Ipcc,Business & Management,Accounting
Cost Accounting,Business & Management,Accounting
"Supply Chain Management for Competitive Advantage, 1st Ed",Business & Management,Management
International Business (Sie),Business & Management,Business
Complete Reference Linux,Engineering,Computer Science Engineering
Vhdl Modular Design & Synthesis of Cores & Systems (With CD),Engineering,Electronics and Communication Engineering
Handbook Of Fractures,Medical,Orthopaedics
Lange Current Essentials Of Medicine,Medical,Medicine
Cardiac Emergencies,Medical,Cardiology
Lange Symptom To Diagnosis An Evidence-Based Guide,Medical,Radiology
Practice Tips,Medical,Other Medical
Techniques In Musculoskeletal Rehabilitation A Companion H.B,Medical,Orthopaedics
Mcgraw Hill'S Pocket Guide To Lung Function Tests,Medical,Medicine
(Old)Md Anderson Manual Of Medical Oncology,Medical,Oncology
"Total Quality Management, 1st Ed",Engineering,Mechanical Engineering
Clinical Sports Medicine With Cd-Rom,Medical,Medicine
"Schaum*S Outline of Analytical Chemistry, 1st Ed",Mathematics & Sciences,Chemistry
"Programming with C, 2nd Ed",Engineering,Computer Science Engineering
"Modern Physics, 2nd Ed",Mathematics & Sciences,Physics
Flex 3 A Beginners Guide,Engineering,Computer Science Engineering
Oracle Database 11G Pl/Sql Programming - Develop Robust Database Driven Pl/Sql Applications,Engineering,Computer Science Engineering
"Software Quality: A Practitioner's Approach, 1st Ed",Engineering,Computer Science Engineering
Entrepreneurship Development - Indian Cases on Change Agents,Business & Management,Business
"Nanocomputing: the Future of Computing, 1st Ed",Engineering,Other Engineering
"Scwcd Exam Guide with Jee5, 1st Ed",Competitive Exams,Competitive Exams
Mobile Communications Engineering Theory & Applications,Engineering,Information Technology
Verilog Digital System Design (With CD),Engineering,Electronics and Communication Engineering
Schaum's Outline of Basic Electricity,Engineering,Electrical Engineering
"Ubuntu Linux: the Complete Reference, 1st Ed",Engineering,Computer Science Engineering
Schaum's Outline of Machine Design,Engineering,Mechanical Engineering
Web Engineering A Practitioner's Approach,Engineering,Computer Science Engineering
Engineering Thermodynamics,Mathematics & Sciences,Physics
Solar Energy Principles of Thermal Collection & Storage,Engineering,Mechanical Engineering
Design of Steel Structures,Engineering,Civil Engineering
"Electronic Devices and Circuits, 3rd Ed",Engineering,Electronics and Communication Engineering
Electrical Networks,Engineering,Electrical Engineering
"Engineering Chemistry, 1st Ed",Engineering,Other Engineering
Optics,Mathematics & Sciences,Physics
Microbiology - Schaums Outlines,Mathematics & Sciences,Microbiology
Industrial Instrumentation and Control,Engineering,Instrumentation Engineering
Statistical Methods Vol 1,Mathematics & Sciences,Mathematics & Statistics
"Statistical Methods (Vol II), 1st Ed",Mathematics & Sciences,Mathematics & Statistics
Strategic Management & Business Policy,Business & Management,Management
"English for Technical Communication (With CD), 1st Ed",Business & Management,Communication
Electronic Commerce Framework Technologi,Business & Management,Business
Retailing Management,Engineering,Biochemical / Biomedical Engineering
Strategic Management (Sie),Engineering,Automobile Engineering
Investing the Templeton Way,Business & Management,Investment
"Tcp/Ip: Architecture, Protocols, and Implementation with Ipv6 and Ip Security, 2nd Ed",Engineering,Computer Science Engineering
Digital Integrated Electronics,Engineering,Electronics and Communication Engineering
"Industrial Robotics Technology, Programming &Application",Engineering,Electrical Engineering
"Robotics Control Sensing Vision and Intelligence, 1st Ed",Engineering,Electrical Engineering
Distributed Databases Principles & Systems,Engineering,Computer Science Engineering
Object Oriented Systems Development,Engineering,Computer Science Engineering
"Schaum's Outline of Digital Signal Processing, 1st Ed",Engineering,Electronics and Communication Engineering
Clinical Sports Nutrition,Medical,Nutrition
"Schaum's Outline of Optics, 1st Ed",Mathematics & Sciences,Physics
Handbook of Nondestructive Evaluation,Engineering,Mechanical Engineering
Murtagh'S General Practice,Medical,Medicine
Turbulence (Mcgraw - Hill Series In Mechanical Engineering),Engineering,Mechanical Engineering
Thermodynamics,Mathematics & Sciences,Physics
"Basic Electronics Theory with Projects, 4th Ed",Engineering,Electronics and Communication Engineering
Total Quality Management Handbook,Engineering,Electrical Engineering
"Schaum's Outline of Signals and Systems, 1st Ed",Engineering,Electronics and Communication Engineering
Space Propulsion Analysis and Design,Engineering,Aeronautical / Aerospace Engineering
"Schaum's Outline of Statics and Strength of Materials, 1st Ed",Engineering,Mechanical Engineering
"Schaum's Outline of Business Statistics, 3rd Ed",Mathematics & Sciences,Mathematics & Statistics
"Developing Intelligent Agents for Distributed Systems: Exploring Architectures, Techniques, and Applications",Engineering,Computer Science Engineering
Robotics for Engineers,Engineering,Electrical Engineering
Boiler Operator's Guide,Engineering,Instrumentation Engineering
"Schaum*S Outline of Basic Mathematics with Applications to Science and Technology 2 Sub, 2nd Ed",Mathematics & Sciences,Mathematics & Statistics
Hvac Controls and Systems,Engineering,Instrumentation Engineering
Fault Tolerant System Design (Mcgraw Hill Series on Computer Engineering),Engineering,Computer Science Engineering
"Schaum's Outline of Bookkeeping and Accounting, 3rd Ed",Business & Management,Accounting
Discrete Mathematics (Schaum's Outlines),Mathematics & Sciences,Mathematics & Statistics
Schaum's Outline of Differential Geometry,Mathematics & Sciences,Mathematics & Statistics
"Schaum's Outline of General Topology, 1st Ed",Mathematics & Sciences,Mathematics & Statistics
"3000 Solved Problems In Linear Algebra, 1st Ed",Mathematics & Sciences,Mathematics & Statistics
